128	21925.5
384	21500.6
512	21255.4
896	20990.2
1664	20858.1
3840	20802.5
3968	20391
4736	18755.1
13696	18322.4
20096	17992.6
20224	17940.7
79104	17138.7
79360	16863.2
79872	16644
